n_digits,multiplicand,multiplier,product
422,85896901229811661020287372939098342691971708119458135374452847509527492680767100037153594672818598689826659634924759744209290637693641124204593420989339225051526272485089652560200799562266587456610136260182509426227998950128074016531999416306943562186299826741241195145979074221346777710497091548574376926154426136196080591107161441038736550369468219167792371917409925351307169130723730115457672113720419504365406031487415,24959361778765971092286076035243310419177210372718635688045071425293303099342204906465962909917379589200370796314577829102589260792310270893611318335533577352264957556157459072995270824079980801621894779770697358242649043686001376164793532722526111205827268836751196225915969250617794965098399646562229975494346249062764261258865663570436150516242807552357169038326763073108657279384278619389960328043686866389336484358702,2143931833469796909467441164601716804398813464768561830255814775827080622382228763872797687788123343055021384142751686693020645095564221360998038595618889356106444249379189694981496871674216230120097838024380489895683795933406488841950032839554894819486625572438985427260312440353414839261680207603689007448295584088473374764162199495533380456640190028793784441469392408300350554046937379398768738920514433989533912386173236708110876757261967933462263495828864543020896485432112461109647491658045135655468846622001833392612696418509583000712704646347487456380487038261502438119907459471823686083560046451001784666620455441255218522344773330617797486816485039325753064264980108187816934816458891568511372402984257603907173430259924986018522280777478068847178801201871393778476867656288731447038118368078799778547780975694232377973320655458735330
423,490400945685525830174634851015851655773632283699165985737048052704575754863436575227664534762145337540950967605165714303277877586214284032550599235983589027383758716463717671639993569970811812670144193712424983536849026590083098185075658781241098276093722849771902243110802788283171208259592023917093398627977870307317160553746946335928883730422596810408674325496712835152147951979467391846377350722063575925748536320053577,879586648465014688780470481893815881892359309637089701861514830910816447295946688152572905906634052417398735131953487990196344983012851101927987166460385232277282761625101120650313458340808292781059081503822932252560082587884669389032615945444083890189252406245744287951610063447281070758512411833173964966338281984312920110099194781049639368103953176877358554438013575215924751520354021879283179945379687438226225588880546,431350124219605370216327525663976536689318652322207931837176555011833877917376151939495622093247395387219337496119269378920198853353439608186688609655076894599654377453874397731056889663390352188707550774966336910538091089721255241767822078196019377928681325285662731578367180665144093771467305115496917776688853259388159002972825749701087329683824723325804714199727689022469781142901316593224785453878801810828994641527511936199560031028035347508366172894825700428660013098384311766929524103974834645754541952631808365706658731956393874362416243527795791431553839176180067341979168719256402208376633055750206046829599988623322779172089598460477442863764851493550516108452857635057491467884427230744022710000491074356924418421810761923479234790196137801794101715106661586601875321894911408578292886741932383261645025619656170123373310806173013042
424,8330555050020433501489487587002295144989422208070279587060005209800632285139865415070345573987841426426744697208844034613618862814599341214461013862437505080396696819481975625585994855654146933885681639482004343313740063337796295130821132139952174223277047668160283377840186756423574358463764811886312707975280739729735843903073287925119217656881570519392509453810640988916593444836597267648833427039599189293621148984736409,1856748492715724575970699493312213253213665699444554605388990195232558236399376312939476364849164769844618837123232752308061084112864066954187396674960564973237910367319909861998807147758164232835260802196648963651572327040178065379447075743354808679799025421027260283449998942463602209438190696410952808057037545983374302950559767963211370293613351720637636331567320261849906269502512116279950784905775395165511904026639637,15467745532610807453853329906252889813951495734485036495889272726724297551102042158318107270883546494959753078677516925679863826677060614273378778126420639859847920665786029507079758873451046292781228551327304550410239950815351232635623794658325685478279080179926677495219841889642630235176299243082726534849467021007794044867237329757776768080631843362760906136424750973656400153648798654176718318262907472213371067157198735554268316755023021750329341906168139068996813202273880815852512136573630200909775650279636986839595705395133308494565015804095874673222280670162675388292012329897157019319788847368056608462491700780365044800145985669032783273590520140183771568389196260363010239280160133468314352856971114973408152790455060790397784031902111390814966115775291233695191721623200283583983251611948183724584121542684284264298816189032476443533
425,99178155246837925986959160734519602456947667878783677646010900920900418420813904822061078799579605687778986434627496107965559751035896146641101644923354051774512314826213196175058634543442302129173588774011004451256849854793880561415713100716185566703351570686218457179542324150301624511812745551825526522231720991479528718781908998147581154759542123659902254516320684084349782722690211738672028909792804235706657121768870831,59494641443854856311406257007231988135278580973190282582148234966861355957015776113359341963047239716199222593265097313122585251713507236312702362694025896958754476250543914765663392700429896284094609612188885834038237309666336104117905160673962955128537329917069395242445704247915064242838068127880765056924734039501193967709034185783326996396340549634424249903720025768415010060653872767429864718546828373455120113976372356,5900568785473594638094296146141921080605803914152917693557994784758239133593776400479944732327240877526783594875697972809877615353391744273382995215908995403193622734729141082201772727722529027884636435111867365081027618509383186193839297953059180577405435093621541772008040566016205487108897639787278637468748911788296635546590497030174114384189860386672170972666582558732996364785103374827241133262685408125584952532001432288632718833197911381319826901013804999377533947231603156761049916046495908437946556278704369813587038613108387993639209659422219493070314747341251385857922744853176368885043210631217714004330777061878889084636494476553735305443879422605438287487922520358956941733710310994904247348655101363153686353129319417158880612838783141941638576517031543726797607539649833503106586338514927212639565408179344138279354352775203723147836
426,124010854486542290470009438826310424858410120590969768815426660460379600350229640123368285764727596810877422985546830263806627224096246063678154486999482111017137924243471630027619716464447013782300278305659756638429724477514877228506809148018882466782606939599647048868131074458739164067099763227607726073499406110925798063350882919195651730420265325260970269754668025166611560283785491337515808255151471226745174403750588871,557423667642959926303954285955566440534337905744789961282557306175450986303287128205047781568408301361586594510324307155209068539121525618306043324967587768691404396016361701636533823012540889320790957962970847157731534851281122999869109135964928407053134131428935544183036804757715732518380511957658469673436070457446496649953584243429955271827693573561152170168737803833670217907640605028950265872069661685557914764327137064,69126585335425815565929444717838521943369980441258675528892868923941597331079287665542193002732205168973694121742453142204599314207620034743844880723277829990571959430667547355258586210909908272292057788240076359538154334485358096369306751206133218913579604445989940415450851963081073922262299853679130126705437828359495473514267104002614374940298438881139581888729127763476122160859757944275622162019788557026662817091178902316837138140849097287916050190249342755502714476861947542900905000814925147038656692956937059689707197876255445924398177987537283289138677339256938453143818903729703111543574435063770051364503991015260766384480157353903461838230164780747733844802966463448263053742718600166593400118227676669949073249954429996753680074698288842679805093626071892591632584880215687286860264366085529074102126497986490501352770435909675530014744
427,8288283815419981429616721472639208278499233779387745311354622723022630519023244801220084062621033612049459365458717733306249900481126407564436303305466316345730331532041776277041937177887628058278124393979803611269386453736469077864688351875553021473629549823962368895022594514724784869998525883507658658814698781964124188353658888264216271724826855748280814356936139385214662078766891730600072274250947038541881285629662952262,9752309121743966828543352201359192358619456697101947929267519291507370012367064639759233395462980798062355700678670450991067455452620869420799643032662516519954761275604344589266902255391937098740622072922368359786906737168554604154272692028210870077165494568346181527462612447628288611587183980783167287797831142896981201937333308812650243564327601556330119467648888117688843756324370240371483316761320845440483450984321639600,80829905856723173565926970680344973228115211355147135006191987509750066492245922196397807112495570641182195094884075193113274334637329222565002739788317931549696242044760477750672581097659321799046721286473822005065235377191547088557810714499466964984054718845515155440876421440623524032318181528843459913257648358805115962634130354616566870544861736112303790710310339624235364556042246665383321569360803978054829022968080850906801034586971205367832614364532146040898018506268175584015100194607337394762207316609310184527484700953042252503537798297429490531177635885527598229068595138763305468360879809048533934089605072068889071527076275140061331728473342087872055636808518836845326256861931338221428085790343468724075609955705400254286485840077177123789020557103816797740364549934599840722199890089325384684402787302705688198841279096819465908368775200
428,47276419817845697380533147421406293389633882134575933524545283354881719291423048022634238846439020637164521108395779116621149662147356165935654858241509833890281652070408029557515631451246621250320786678707700223747167844788122174372898958753059966858301462623014072917004239955836850689555540920259887510259967053593753531733349118339396510317194472421237841820952705630449779859584122606012828907987700231915447037938212814899,56987413602467322841141183493289473807171813805015363381706842124377925238226472201284432898584002920181338473325858719383528343236180870276651806528073340981258260897880404906906506868032592685617706133109099332531610170687283744313438591311498058476370598752664308976526325696221559914459100779089762452911944289972439409673805583821893348729804459673927457195017655609409439985587337805196837227314758076467823533210352819343,2694160889803455608068829459274120402953797395889079317587429297672208593174211941406410120353587762326652772587982830904964473796124423705962797880290159145780524559886079930647832112794543872189388191055247169441036669136603225000963752013316658628657520119940332919151511956612529639109213844846429787062037985467051141334742417800660050441103562414670505479019080947061005545181427555622695394849123764034200669888393601755351493576142538297664667652262693452688354077211085882946395302076602957147847088789753673142983825404689067514693915078339130222519182451000385352709316240887585423235898061263784852043147278404980820243008904649200056736591276853474001793469723943001317377435535792654649465047976080638158374838689381235635423581477645801381210009843432769242521559572236370518962746246626539629348276718822784681942362718426565615736845791357
429,384297854302993204997359858637265264415729876334929128339192450409105443324894581536053945207308904893668424537158613112878564625174828212664978208577191855447968206844504279367894006552287268792372090020753915038878141481899916319098888296910512163880733356598027131369744134550655822317420905179194377581966040223679323327375753885930613900067983290937582755619966053261619282737866956354125555422960878641336447998557179216669,163927576581262984706692868226775701366500248265487877198336774773183909321058268520577086421052960548994822326394391750940466789363744276060376284337584630032627090035965177150503484284527780668052209545499532752677581883751924681044454072878651568369188747563040518983170460322320376881989603600348349703128600033867195407720489074316567937577547853140643945838158248702070450906389972202841179395117829920563872459157408322306,62997015941268963448223911405376486085283216492098705399910443691954853024542889543945507268090396325391039387156280804519883256372463861654753860422857132200436270255998482980542579520540188434337629405858524607172200644162807562115616919015563396898493755668397365553570111835766174153172307585119579747310354774958323032051766553061739681733933408734711255076220897920020473937934350947446810413802024421928777442186073738117182977488203302089087278939674528351261180225649411049556409250360562969356336188660912687409960331248688810294055011546624612049311957749186473734782625283828769561775612804070961747096053988847635949052430265208975714892692249711635883956982296630019632800068184751847624930431361069522151139487332131238156840754420139487844860609770332963367368095164040815754559391656554874283882083376009995057275014628939908178638559718714
430,3299692074825897213070422493965407039550788759071671230819152138500350232451457504970944023301142505420354297078871113228686821197369930619534997750876051834562387259263778760292604652856607896598641924017419600431801020150032032631094436517469270843142644730749236872097979067643119790974745777389155801871084065320567187883549484445526416970879264802160781141421559470072835353101720395711042989492698795684378366109513068737839,6004416885672243739356170747059167175298509466475138329173306264607096082969974999091294967459398152224752929352991435845138900744492855057713541299593970934499948936410372703066864734995091320757412670910175024901234487601625852834789103211240846955928593827337525452091102598482124341887280225101404526165501458712810203627142712468127522327933689188254537233574433043263564862404154928412811539731798895777461935315457970030549,19812726811603498000539370224749794286576465823970215571020727692646808200290622582840422723935575823501546868723786848183005287331982691093067909413042000727461027307743455930758225403443460184458915838758337641317016041687118690901679254745130253203171434062226490573552861465854689101426393000228392782170718760271439053909268156764195617645064707712839023797786625077834957626696407624168498104260371398270877459825282553881769600417787665110321906787531841684183604705038158000524534624918888621438928324281021248399394072631257974714381172858397855865339686994152892734082716672763197632372308096610570141932805754157116328339278201135561329057415523602180426707284014254083040706975293529184242028503353453716718370298089801070725961843654207372299174286208127715214611268379218977335185824508475665335819929340415796322292810799181717253667863702243611
431,73435420139685217029744133246877672512064941829757797219432668267660078215632480329553243602678529527936620354746568351156798263862318572193818250369284695095233241890702087224862101317918710592866813262411664281222336516428800279187658282841816396647426312929410436890953853571094747569993900884057965989534747963227271859354937232609890476808925504797446516051333236245522699401928439359886516556216279061751641101918491779780022,19997768355303553502052603163769357647130551326192845409562547635956685735053354838335722334803252413866158510024041282755549822254232406549464501660976229668231208334115006999594367818093481761347349519649806595639830587116076833668506250829814945098231688049773854685143392087662394527412901559644794268610665106577556037062959669740127875802114677979653587001458137470831717794787391618236331843589614486078973277541586787421728,1468544521027818291736830033830402038023687725357624919687278152356886406785661096585608397253461468854097096136729848117344847794012984035350014054221931146816552921787958796686549562364661036465095854623386199809253602334927173463715977978705823700281192256400528526227170411663979531192927540113112139425727130615140110522107421080628071634048819791359899289568362996118938498066421249307917264582348087406684958602315683170556989009471639407133989320136800621113410340347839562181779929743953147962768367328114485715174501592676530585849308892036581508153783281659003569470639048426273689047887041680268382643856321852595652348314492241059507729671444881893600866161796873437761069410754489000246904656239520356097848287773153409083420584445185819203313592850259387630399817180841496457499938550108094211269671638216644786587979865054273998949383072383118016
432,944262509834258752368229323634956588014339317589073218305992999681997193494572263714514571202817675811067431663365442832777531042284271725699345352327841074764327673334611676942630286098014355067041871161162299761191602855678030714990525169062122256900087546589608886214147087125064170881470898802821877458299766003371557836210359145766916347840412239103245174906428229875588440289796579344424283511204250206792319397169370929397378,903184473211078528607083224152272463669311009500930960289661828183831415368017966831680016578272128906817857932960952740111243975159623629090482182264226699215641910915089150947340557060821553320393658683317400572731290455768171808077918110421602890040148260775680700810369230519464462220330713201953219494785859636772794548460264628066856932800464131574505398815421170291400167047566713945675260322213851847248208660806439636693997,852843237517625849797983493947685757683863307598952592025304338412443873574793817945680449400632907471807247905526002365399139956320832036059958782073526326968980387344457437810955687815943238390311231121009913547689373596095853616948541582190579310863935725459565497999721156550660929579832917823613812292678278539018290307119093321720401422793300451394183887692560063580822619272841851503723341730438497072024383176309114731160751431060415149095626752538607440571782222351293976223684941670480839204293561752229488206505241604538238611011406600683130515433286810069329345291830085597838259308634340759771592345976929972422341080878885028395208801547582474171910591558260283317614155114874825761581782548973978960674503586019569925035650270850117293685729516972988522507225223308490493388665747328504559198738671739618540717522608046698100008223035130563400139866
433,6726100801141982653436820356713277108628226894613917014088830441101064396043216484021493386453666503036009164857310618880832976241811932241269123890511249555791653528627450488362738505315961970974364476540154164759954320786756629852330507704279532016231671090678885973346219077662474110439181839125079803686259682737430869216288020862019865901636157752153766608798701668240792236633156698822913217116391463751717461691165801725937422,7665495217818878980038429584413577300519649870227232596857914483525196704372414638420743157909397635731929058238646455678237816150414230324233571551652612725972824099176806075533334595898617920664633386167275159306518238810217717418259376959262841082309140749422815330869664334613562120290172383411123706163239966247270311039946794835657824530856379426650103538979067738800003188997860945049027808568472364927057435983725326870806925,51558893525721598731491725905009612195400015890519750791250973338098770816972706609237563544241944545171717992461858322951600392329389671421898418586914971669152518990013633503510334684799964532540600856144370958415936164383021363663562311786242632509743738376103654677651035156801512893133659534488107935839522108882398759494899378748059656540268287111854092355717620104426917033394032634272450009963117407771385486079122579702871974983134697571427967271369307444860669895770703504407541488785540296789531467913429612547987941825740543888727429747826856126558711337429920373295462018911750285573112266116974844114748325255429083394462354428514336628625249381873247570351171516910510618657961713818215495169643429032699493675863271125640461230459253597542502869830161313847944467484835900373694796416872273394475222851397410810493416088363316821114578672831194247350
434,91792170828598352777453332365274622904071080504453447406334554523412539372381947680519821773538231996782942897174514797255347548961840978369829724673435806073954447262306151152013698112470694219253352503325730035816780194758645837214015918274538064977154327647639886191384058027553738424577487777331153675710703309146730128173632547190593311054144116271880009705867794147967797016592595362461504232843389456768215407666194054203639473,55422911729540126444957283974888992722121308232157640621522097137967462750642046549847165194480203330221601482681476564540919144364747432148420195731397958489780245261963862520536603151688791083654490683270127683660113082862372243397034410896191614085843241221404216517976415992110598273452610402909359170512000405842907562280322282305297642312601375847674236652635753898721581867300086952127125848778596374640084121783315341664842185,5087389381296274673684160557041947677653493275348239897683296859302132439663393444221005392913737302730488321624817943879127062102995647816918933281389062548703007362846104020423153143640268548078867865653736052380791914011550963586249152622987661979199124060236017257431583210287389911396374301936970382718165267703805684688504046858081792220950608101822050289357299032272730227831854169495893536056399414054790239056188622360546181145188641288589953889399371139814997380280765244431042115900114432059832321751280165412584203033104164562273789127973741139452288847043370413759048490421420256483682196957741061908365031856018886524575218964432414570751009179644412265056876425880368200526889598136697599853671415334655661677890058281553365158360954473125735134503685672114739742763625235520592450718379500131316356911069546103930957142676009000262775864811395181568505
435,757005808167865859312345795657493838063038415693381379333577283283707108690307218625631279002548260451448278707409075915596672694680392682172428094876217710260788425256504680033218314493748490482070278546683589962303612957591863100515834829066799227682596292077702144474910106457541951943168995706031673345522990727924764906876542375781443952124905048998477844076544214088871184960843730398475027658640606171618547407512265415644368081,477026183514209598793808767836864793808654533309965583933301771377718320396791070257604637040733308348032863433311845649133238208692236276899972685015660484653562176045563225980342093954463408833288349778193273432914522523394135837393136239882683299097961672652762002417832525688044751306133991975580594254668743335068258502580473802192003684304680765616266452301120838474494288605948870211905402745366866232498215936541620285927884396,361111591568406927026364587540601785305745015029074524107791313408499263773835147204632100469430436161727670990821504240974905619952920935173236966785766086209240705149538203222545099351710719640814528193660592258287291306964169034730864336183633293836390373902014264535142599552050593045464451691434155233695156888744632690688704103738516887828251462074807587138992361256360405918924857152873920763713924851882257545113265570939097726212433994271222593860596539993625013585330036169135569148298026140879352415240246981134268951358351028954350660221012725434760166042106586877824376764765007622455847416361420202279075903837459157645773344881061760785826490191899600261376263207189794508733945435501042723320635229743351597625230189210108008945837420297120958166234483161070144544420018486554277642973963638603866372612464621109071857202181217637769172462986512640364076
436,8244401426662721407859107702451559959791561018846766038319635741855725684495066763243173181980164048328988837177482057841948197213281326205900314724620407937758885043153303085134292406650023367368660125171690603179606529941096765347051045677306739444974817214293756146247527292204707652341829033893937026476483572858373539826440815729302331542200482361954839941221205313599488670015690465902152419414974846097016624494028885085795975390,5682457777959556087712428800893257012079013655037504487649681136397925289503217120436566804484603069102130570769345189509013863110296622441573637924186652547341433317493424239722566498148126347619972163799175722601566895805527770052947068476725854920900919210513181849662475241689012534176367687563357794293687678699977620062211700207331997849597924235277594937496026286656325320176432608156048058722996965885905099142427030957492598217,46848463011560441998572622929452865295671417008997336778342625197485680579757515488913299390414702934795115679447258503448814336219965326079887244940136590143424729264280365907314220279165891326916410102148872242925882977933400771955980433096634388377835802908921724439551623660352541109286921320039110259408287742453881205107318348622170883181765723141320763163274147681584460623125152823477647886571412223631256953107398573634565060692986175889445787425971477755898744003602323594756256882754143475476160297162458575094352936233645681431945203927799363848477378532256576282287109301619675213066628599328376809651327042024245961620291187277730567511996699305974523667940498508766455692429150208108397789903318607690973532739932093101723684892264670623898054686858950051707384210604601777209696877355783359716576843796333142920181981418334697691489753797301137732889879630
437,71825965184328038367774485941479534137951411851019796768885266913651515486799042387846806570717098391957559567913829156314765241804350049574516824635946804434392615704439905952688550950912368839682452151738923935850553850211843807063726793142396227487345393131216947138261912305947656987246182758164568001612943410854241865326413454179740091973620270892094533190101935113593257687729242029317614600614928724060120161117977525062086648743,38572906229574503180658946200271561988018723736629271763804955890464733505547159767962447972743556583450645140355356563068569701608200137070949650772347998690039863038447822274106043671395519179675322628835338908380200286733983827956891559112034055217062611009580905610006763822261128607755524015154108575110744479320219934179858025303501589819524107971387485068621356236959743497077015362165811129792850741129651800241198202226863310669,2770536219903768369787974652683867765854768404721356660845000276402039660775503859685462665299539682240807803442412615214429668174850762801030759887861562340404820090265371504839546748365608694218648009870488817889057525366716488532539297255814003497683652396956296534608814930576195551407907058254838235617128334607019235266814502663551491318527587161275625377084803429456057502409737393896070424897756627824334153563105648744997559085128800975931223260241331811655310800660356229452641636149708593288316347091523372565310295936629024956835155490674114571146587064677055334920396368286489150849720127811709283480795211219243963702753659943527917502179092271867251096177046769720703757593436561661872227982788666671979147333221200195233032772234582648998046837059732473398692909822211825875087222569038608539360872114248038376730586124288218395060995074137056993180287339067
438,316335736984388101435512778623456353946966488754270353327356959336897911717107348124312663499257547707931352154200089049677202169366182601068962901164409628991216338668524032867664512740985067390512618330759845990097222728236835591797119844388757501698924492813936214078245951763238657083214297847927023962951316125149147959427721926457698890861007289367016970108835300818197917336972215567551685421604256236183957214595363694544395724611,689980311603827285466803800690060452925076804012841845010596356998730896973297556411124944420126579227270393775605618422933282271752397762420242799656836819962640958323029529710040696169099511743423794654941484335478674666654883995516201023067420572893839204883930566160435286151742789512569669393629464360760640842614922805088532931753484730692963081592093484039531436412831339891337119096298347961513781068457105271056151305929623811687,218265430375914453732598532433600539054979345731609939159889183216171063352708483544937809357093272368033288585894898230671341176674920880015876332136254570669398967962025224352407034062545267819197478459081476400867129719280804631251829612868856525126195153745944674123675370331422929259940236221150907289377425456064635016688066174478270208212845612790903832085629395375680656372933810218732507672031977363252605600455734803388956624943422028634407908813995955339384650287279905416819973965648037960209942314781247975772991237365139124814403151114357391742956453404558733485024822244428441639694115130541417515503693001533275748881755177768990463183608163322284567713804727562455451383099935246084007718315699941964283318747668429926413908835229501664220232659859462617376765898288128994974642615281919638014578596937683492561289372322215849327307152034744187711984175328757
439,2903248638236008983828874372725903776173239555042589158047761258264607610713772519273385492541642978291668958058914086298753411073787038452426504531244975274604616710124873493878203700854369653131419432743097304818677745633924069093687559154831866677979980903303983838863305523848123505452490871317474878619426485502147657970445446365937031328330046672176842344008901756579446483968853693688873021976531028611129946810408621581184778960453,5222262703370500900501259020075792009313585998401876359977892125082526770789738799497937087624711088484221062639276778053614254280372764263201473197192975005284636356249026051197245482208319191474667674524900308341585382649939339587574743509157472817028072071695337781010788029313490136394820625917238643550214255773649501641395614435769190299959632513297185573535367819895950121371723886085381671311150800542971862642546695470360798225644,15161527082071105662667956079514250573132348673001079735636286081181166316784818899453634959580706763520186629750837538388919229663813542708482403878148388788369252594098863946680144012927285837700475274576348044044638896577485042221794039804420724070122813308435093016291996022161372389610516094635878131816647624831261394844600547442476763235614076619377638771455705291191076680786353325939539926707912014780514207317212228553328504690119786033201118208812994573519231083254355870177896491310050704982906252564067610439601248421796383683567508536557761928594918334651247604186709855580232228450393258892704213650565253214410230284807538099588157771213968242116285582228942021826766204372247903705885118436763675618061558078790651494659048359572179432085138775287671784569540990719757885812551300887500593022914630324721338575282817838535190482703349924548278192141785246456732
440,37670059392420535094238697969284798843495397984839205360576211396659040280154646165098016730449713441804287988703899574669390165714943756818411275868052005999932595650609604712326627660734026174156608333278876860490331254210305250162945340924826422611100580469803630633876231893103303389995684422031190745961913510141198818048403132257019151371505246395896769931617282567482995994716051586873372430822364989119385664604621980073961729569636,46317077381591919328806590033446770415092231081209683988390204172893414071229261377993178105940892722678057631458913987201859861286724783737029842038303905319786486235102071148416694159239419349269023458470802971701628808016833847405102194475087428965562903927487826798072124678813294276035794930531637546676822602907840254990306834112108542563967299528270080481577407713961240991748418344307784226564948861225175984376625136939170758101063,1744767055847905405124945847019708083457610049883739416215645989485855476337377872523279920313039129010130703801070880469686210457602376296214828197587471246328874249224810304656157795768628033069315055662790787501267827946957400530104226191546980985240887456138484855767401548430232836068928504034888839355025079436035887793543230180056538587953210608468339351566556390977452355382287532509321108963220394842366061521010627924117580817321116195452621145906048696273379960459810776693802475646389470856142892297026389238806567653227087756837132494636120689542330534618630297403875967973708732365655433962386896571162756891844350247383165996346960322759610087935263134043386633509797858975805252951103794259810840818153710268501892669488432299287874702846222850461352412515895439950839881345493532658747011992187703705106868237838703879156603109154878031243824765616850179584123068
441,473328116205827423875732350947132096409568961876143963516457072916082550554117461194774778172221624496539352762865706380809337319228686280793148893165864471680608378024852128031907332417710908585252199718450792092032730427710622110930140858284508706833365293707787326468112195218299996729339015907499599209964777418070120772909566604911374206900467372478312657185402575939378681656890035322594691466255394047671432855106617081537254344347219,805473056364164252582466398006444914602874870356128201082170377796623241333746686934212290682618071307377085155057760014506774156996851887102952802739344689144849727962403198224293546829676396921653894095628410770528257942508329691570113349384103660908461830526228464811688756320254107247910693844036456746057906743030261666166763457207238737325393333926753585522897044526543826523149788255695405379792447001068066127501578267428404264435332,381253044423400119782155445733828282148169203606774892705848972341186476846068775914154865560844588816397021373372827624732980680173380972866845788812204478000004365206485127574110256390824888947678167610609304742705994568221540952053500661786328023089041542327442072885650962232527710740013953921618782519549729281860157321094404308921970290889454216039006411140946764317403132059902125008966958887568024526188044057311492278131822151978012437567275392464693521685167982450870400377308357979933902212247664731460640092178016272304204909152847963957510481051475491716910829015082034491748597494812319882606241794180007622867314368998799630551768372886396125591708036939528549793758734704804131389588839398513849690976433807203541528220202583764060693388398552633097477223909294485384406971652275894319402616047455504712222103367416433337253512342181410551781615600121924375179541708
442,5302332016951922134023885079485944363453850538229236463870180736782982812960068249220758668697863647801439402321098622811517786052802790110157004760966431931643733542063245203648875796807055997896628459522278646787768918307942653221406930158878036031060244131067221486515907063161760658402643785968297539275376924504089046424033035694127182342019849116514181483381969689605310339234808845336825574326646197962589873184065424408618461610960504,7992521170970186660320935605363158696158330557503194095755358818169813342343879355364063308604224392136111973267162597284840051486346068112373255912185909794593099453080577534228291708075703033035831253121344577465076459668663425116048635585279057540210847220081836263304717500386720425396025583462841352257613080210228349632197353743415218705322217130310652831872354218646419401667807675051354448965132663702521332448657553033924418938162861,42379000901001288319816834634924171835708055387370163488208998965671618195500261769125884884439086387885262200487801765690535523627343993708451276086767149849220347700492789989136702438882891407925720044776878177993356954284389774696172081183970920044303879471215445194488967551945175806000598629374957644348155119380380763840571183656940714090348742220903188961121726525415782604009613963778559487015998097708850299684453318208484253598991829290094297113043322480173873789731560445888458220248555568881795657368468229941140551874741857051945486336299695765840263256375773567734908397336478363871286757573031016778822777283424452810173559226941652268631182911364347664261600154675542414109893991453892401019293838592441183710009756338032625559269813221209011293279428342592888923514948848846276354904165378848898909529740916903288240350631886961134959444679372862618521544047390641944
443,86346173970642146729365988618139477467878938438505474469456759242078833164836410399598125756464588423297317454995932473131250871640404751477769575880003156509685630302273057420181622750314681306957118661575536609695956670292561935764764604997276148777047036214919897809599643871505521061461435618261685307753012015346330074568801958533404224188300917132668944380605860224633659183570541869927857171046386109855929254223546030792302861273981735,38470741447742493636965770704194924704344831300690747413398612111976215896934958941713960490641668399804775585110301807131550585227548263804915131346384558396544422644151391887326951342591167718394092010345880575643631516529544406737985419653731428354217487534922907027734168604195856821954559921014784841589523027366106292888110412117223332509946445300462578557620189060699000059706727701451202700156467348344746447904127955410053512468552047,3321801333826366880136016880384085656525695761267348396999526015532501291127232618588407740918550037537844370032913852081559804785665349164320874676143914477478250390015084132377772955641610950439689155750137276323464038789522779114163399962290045594982428427595809391036929623968179023704119230600897935105253092973149912250725074492966142725501806965863973959532032464312750119957053057452155239916933331649897149415002114979604186407286402643645849285871224751765057539083463906551785657338575423121482670174590493774083912209756100804107266841157026427875996461745081243268099403805395713668847792782031861947398643527632783821289946316263710060020222386289631176818597957395233254397666840583253050630100253396359056722375360226782063797083653802375286445473315935835349642131267972583695639129598878204161456948080402108319659273300063959908102562109164932405467154484489774861545
444,334725924972513968009854279981492551297426985295435532133122827332677274657620638974119261460569442519753948346551777067738939762061059860828337613129896989409422668609223247336817843945907299031435713160578329062327715995329815733951356825180704885760859653499921589499836729847759980540302974401685334305273166886709931849678902664315852110924269612109752133304783015715723859245966299648380454169546963537090432392636477601547703801346397449,644380560199978703478614051483818489515222588977674604923086687333706168277160873502375813981328204685044332044796717817220288721630058669369594010295074688574733275707486888745398525251337038626940852539475381652012368466506189542745349885018613520866931924425001422985829062577456787772659402974748967125221056933033903748988643261327535504212335646802350684993808525941556751839270789525535471323850909772826970881581332534280569784995846900,215690879047244591810695171512628675275630668814242831169240142444985286647710960461947141346631908544918898398760465311907354777570924874602745393420090546431164295299434038812902470936301520717602167568696353238976246841399666671546520265404510040407630982546471279870006660368566228239645844257843620635357950414600058433871180621645280000015582972912593769553975708204123169844431519980359464624320656578536693114171455977426693734422200723010200653447212796868671394038483060638925303092269030589237847347738476904631373029596623704259948683518969255830221547331227580078820973039490022912930679621749610196688767595147685167723890507774844380302846735676339544471864080083584481596690956480468570986576161434877786490874039231318719616861046570544060313799177787723143025069033625424839281348077786643409655707276689456525435924675526062111581714347512777458759440133106741754558100
